Time:125Hz,Epoch,FP1,FP2,C3,C4,P7,P8,O1,O2,F7,F8,F3,F4,T7,T8,P3,P4,Aux1,Aux2,Aux3
438.7359997,1713,-36.11775585,-39.03605478,247.8414238,7.477807337,638.6386818,7.477807337,178.1556795,10.38375418,-39.44033122,129.0272709,242.0342914,7.477807337,121.4989761,16.89269331,7.477807337,7.477807337,0.016475319,0.000948913,0.002359264
438.7439997,1713,-6.414105233,-8.930939419,-177.9603143,7.482461204,249.349688,7.482461204,-100.063217,10.32641777,34.73537613,-69.92201206,-52.85268701,7.482461204,25.67954105,16.73959581,7.482461204,7.482461204,0.016224236,0.001378447,0.001759139
438.7519997,1713,-58.96291019,-41.91758806,197.4563309,7.486908309,558.0148214,7.486908309,206.4441669,10.26904258,-15.82817689,20.25204086,-129.6321479,7.486908309,97.42451251,16.58666836,7.486908309,7.486908309,0.015728187,0.001346429,0.00151835
438.7599997,1713,-5.345912512,-24.94721737,-1.842046593,7.491149331,437.6678626,7.491149331,-19.00415044,10.21163021,-24.78100374,72.4796571,292.661499,7.491149331,105.1604773,16.43391415,7.491149331,7.491149331,0.016076288,0.001314251,0.001952443
438.7679997,1713,-40.6621202,-17.05998783,-66.1068528,7.495184956,311.0453497,7.495184956,32.68483916,10.15418223,27.85426072,-103.0301175,-321.0016394,7.495184956,34.89363792,16.28133633,7.495184956,7.495184956,0.015688054,0.002233115,0.002532154
438.7759997,1713,-30.34399681,-24.27561531,243.3051063,7.499015869,633.2170117,7.499015869,177.3121961,10.09670022,-40.41082166,130.0317888,231.5356419,7.499015869,146.9176894,16.12893803,7.499015869,7.499015869,0.015652035,0.003631436,0.004015694
438.7839997,1714,12.09395102,10.59503742,-176.6507419,7.50264276,247.230186,7.50264276,-106.7378622,10.03918574,24.19639272,-62.57156353,-48.34009945,7.50264276,44.07041226,15.97672238,7.50264276,7.50264276,0.015642341,0.00345365,0.003916081
438.7919997,1714,-37.97077902,-21.05949681,193.6616026,7.506066319,540.9572084,7.506066319,183.4477663,9.981640349,-17.03573647,17.78673604,-138.2445199,7.506066319,117.4360907,15.82469249,7.506066319,7.506066319,0.015375107,0.003109655,0.003408387
438.7999997,1714,-13.82186021,-27.79641365,5.883267209,7.509287242,430.4058786,7.509287242,-39.39579212,9.924065615,-15.57105848,71.79880903,298.7216345,7.509287242,136.5239245,15.67285143,7.509287242,7.509287242,0.015425105,0.003496327,0.003924558
438.8079997,1714,-56.78609635,-21.86592456,-62.09197019,7.512306224,309.409929,7.512306224,19.38125091,9.866463088,31.82211685,-115.9491233,-321.2536209,7.512306224,60.77671929,15.52120229,7.512306224,7.512306224,0.012648044,0.002376957,0.002728021
438.8159997,1714,-35.60183255,-14.10720146,251.470834,7.515123964,634.1987245,7.515123964,170.4771943,9.808834314,-46.12850132,113.0642384,219.3429687,7.515123964,176.580177,15.36974813,7.515123964,7.515123964,0.00839854,0.001037244,0.001379231
438.8239997,1714,0.410983291,7.841024649,-180.7668723,7.517741164,234.0811088,7.517741164,-121.2692225,9.751180836,27.21965162,-71.27841623,-50.84900997,7.517741164,75.15030479,15.21849197,7.517741164,7.517741164,0.008868014,0.001289149,0.001675477
438.8319997,1714,-52.47553059,-39.11316492,196.5100975,7.520158526,539.9599995,7.520158526,193.5226368,9.69350419,-12.38424247,10.76768781,-157.2644566,7.520158526,137.7963735,15.06743685,7.520158526,7.520158526,0.009847044,0.001517442,0.001827508
438.8399997,1714,-2.922437086,-21.38582221,28.17762286,7.522376758,451.5073641,7.522376758,-15.11993971,9.635805909,-17.81089757,74.91103546,309.0143485,7.522376758,155.3782272,14.91658577,7.522376758,7.522376758,0.008657663,0.001257699,0.00162106
438.8479997,1714,-34.17768244,-5.409430024,-57.09926652,7.524396566,300.0111155,7.524396566,26.87060793,9.578087519,45.4300618,-112.22625,-309.7136716,7.524396566,82.74655799,14.76594173,7.524396566,7.524396566,0.008479613,0.000582152,0.004341006
438.8559997,1714,-33.26696819,-21.03601922,279.5457347,7.526218663,641.307844,7.526218663,208.0618139,9.520350541,-34.29065255,115.7892525,222.0088108,7.526218663,208.3822268,14.61550769,7.526218663,7.526218663,0.006930844,-0.000822146,0.008504372
438.8639997,1714,-8.667167716,17.29314144,-148.1196719,7.52784376,256.141337,7.52784376,-76.75105728,9.462596491,32.96295135,-76.34210167,-18.25179054,7.52784376,102.3041211,14.46528661,7.52784376,7.52784376,0.006803586,-0.000695558,0.007906838
438.8719997,1714,-56.99232112,-7.410339183,212.1502126,7.529272572,540.7567697,7.529272572,223.8271641,9.40482688,6.469203161,-2.026971895,-143.5088489,7.529272572,160.0366672,14.31528143,7.529272572,7.529272572,0.007604292,-0.000194831,0.006869596
438.8799997,1714,-10.27550689,-7.582961056,52.00490428,7.530505817,462.529867,7.530505817,14.60726018,9.347043213,-5.355643488,68.6226988,327.0466697,7.530505817,185.9217286,14.16549509,7.530505817,7.530505817,0.006795911,-0.000653191,0.00794467
438.8879997,1714,-48.91942013,-7.480162004,-53.41713693,7.531544214,309.4587208,7.531544214,29.48584981,9.289246989,41.61647639,-134.3991523,-294.4497083,7.531544214,98.33949358,14.01593048,7.531544214,7.531544214,0.00899845,-0.0011734,0.005450748
